uri,book_id,name,author_name,author_movement,genre,abstract,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Avg_Rating
http://dbpedia.org/resource/Destination_Unknown_(novel),995,Destination Unknown (novel),Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Destination Unknown is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 1 November 1954 and in US by Dodd, Mead and Company in 1955 under the title of So Many Steps to Death. The UK edition retailed at ten shillings and sixpence (10/6) and the US edition at $2.75.It is one of only four Christie novels to have not received an adaptation of any kind (such as screen, stage or radio) and one of only five of her novels to have not received a screen adaptation - the others being Death Comes as the End, Passenger to Frankfurt, Postern of Fate and Crooked House.",374,4118,3928,5861,3719,3.4685
http://dbpedia.org/resource/The_Soft_Centre,809,The Soft Centre,James Hadley Chase,Golden Age of Detective Fiction,Crime fiction,"The Soft Centre is a work of detective fiction by James Hadley Chase, first published in Great Britain by Robert Hale Ltd. in 1964. The novel in set in Chase's fictional city 'Paradise City' and was the first novel to introduce Detective Tom Lepski.",171,1762,3851,2474,2225,3.45979204426214
http://dbpedia.org/resource/Taken_at_the_Flood,1031,Taken at the Flood,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"'There is a Tide' redirects here. 'There is a Tide' is also the name of a short story by Larry Niven, set in the Known Space universe.Taken at the Flood is a work of detective fiction by British writer Agatha Christie, first published in the US by Dodd, Mead and Company in March 1948 under the title of There is a Tide... and in the UK by the Collins Crime Club in the November of the same year under Christie's original title. The US edition retailed at $2.50 and the UK edition at eight shillings and sixpence (8/6). It features her famous Belgian detective, Hercule Poirot, and is set in 1946.",4920,2235,643,3602,8721,3.44575319318125
http://dbpedia.org/resource/A_Caribbean_Mystery,1000,A Caribbean Mystery,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"A Caribbean Mystery is a work of detective fiction by Agatha Christie, first published in the UK by the Collins Crime Club on 16 November 1964 and in the United States by Dodd, Mead and Company the following year. The UK edition retailed at sixteen shillings (16/-) and the US edition at $4.50. It features the detective Miss Marple.",6492,683,917,9676,7550,3.4387787344972
http://dbpedia.org/resource/Lord_of_the_Dead,2000,Lord of the Dead,Robert E. Howard,Weird fiction,Crime fiction,"Lord of the Dead is a collection of crime short stories by Robert E. Howard.  It was first published in 1981 by Donald M. Grant, Publisher, Inc. in an edition of 1,250 copies.  The stories are pastiches of Sax Rohmer.",3208,2518,5475,2232,8006,3.43425532907318
http://dbpedia.org/resource/The_Secret_of_Chimneys,1109,The Secret of Chimneys,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Secret of Chimneys is a work of detective fiction by Agatha Christie, first published in the UK by The Bodley Head in June 1925 and in the US by Dodd, Mead and Company later in the same year. It introduces the characters of Superintendent Battle and Lady Eileen 'Bundle' Brent. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.At the request of George Lomax, Lord Caterham reluctantly agrees to host a weekend party at his home, Chimneys. A murder occurs in the house, beginning a week of fast-paced events with police among the guests.",1262,5269,5889,9360,4845,3.42279812206573
http://dbpedia.org/resource/Peril_at_End_House,1103,Peril at End House,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Peril at End House is a work of detective fiction by Agatha Christie first published in the US by the Dodd, Mead and Company in February 1932 and in the UK by the Collins Crime Club in March of the same year. The US edition retailed at $2.00 and the UK edition at seven shillings and sixpence (7/6).The book features her famous character Hercule Poirot, as well as Arthur Hastings and Chief Inspector Japp, and was the seventh book featuring Poirot.",1163,8946,7524,5835,8567,3.3651318869986
http://dbpedia.org/resource/Sparkling_Cyanide,1030,Sparkling Cyanide,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Sparkling Cyanide is a work of detective fiction by Agatha Christie and first published in the US by Dodd, Mead and Company in February 1945 under the title of Remembered Death and in UK by the Collins Crime Club in the December of the same year under Christie's original title. The US edition retailed at $2.00 and the UK edition at eight shillings and sixpence (8/6 – 42½p).The novel features the recurring character of Colonel Race for his last appearance to solve the mysterious deaths of a married couple, exactly one year apart. The plot of this novel expands the plot of a short story, Yellow Iris.",2992,9112,8381,9301,9999,3.35699384190021
http://dbpedia.org/resource/Daylight_Robbery_(novel),227,Daylight Robbery (novel),Surender Mohan Pathak,Golden Age of Detective Fiction,Crime fiction,"Daylight Robbery is a thriller novel written by Surender Mohan Pathak, a Hindi writer from Delhi, India.Originally published in 1980 by Shanu Paperbacks, it was translated into English by Sudarshan Purohit and published by Blaft Publications, Chennai, India in 2010.It is the 8th novel in the Vimal series, and revolves around the robbery of a payroll van in Agra. The novel is unique in the sense that this is the first time Vimal engages in a crime for his own personal benefit (till now all he did was under threat of other hard-core criminals). Dawarkanath, an aged gambler form Agra, tells him of a great artist, a plastic surgeon called Dr. Earl Slater, who would operate only on wanted Indian criminals (for an amazingly high fee, of course). If Vimal (actual name Sardar Surender Singh Sohal), a wanted criminal in several Indian states and NCR, can get a new face, he can live safe from both the law and its breakers. That's what pulls him in Dwarkanath's amazingly inhuman scheme - it would involve crashing the cash-carrying armoured van 'like a piano accordion' ! along with the driver and security guard. The officer in charge of Ratanakar Steel Mill, whose weak point is his shamelessly materialistic wife, is blackmailed to give-in a very complicated machination, exploiting his love for gambling. The team somehow pulls off the thing but things (as they always happen to poor Vimal) go wrong - Dwarkanath dies of a heart attack, the young and naive Kooka (another cooperator) loses both money and life, the money goes back to where it belongs and Vimal is left with empty pockets, his dream of a new face shattered and a long dark road full of underworld adventures stretching in front of him.",8246,1427,2983,8613,9981,3.340992
http://dbpedia.org/resource/Evil_Under_the_Sun,1007,Evil Under the Sun,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Evil Under the Sun is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club in June 1941 and in the US by Dodd, Mead and Company in October of the same year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.",3830,8697,7008,9753,9977,3.3399974532026
http://dbpedia.org/resource/Parker_Pyne_Investigates,1028,Parker Pyne Investigates,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Parker Pyne Investigates is a short story collection written by Agatha Christie and first published in the UK by William Collins and Sons in November 1934. Along with The Listerdale Mystery, this collection did not appear under the usual imprint of the Collins Crime Club but instead appeared as part of the Collins Mystery series. It appeared in the US later in the same year published by Dodd, Mead and Company under the title Mr. Parker Pyne, Detective. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.The collection comprises twelve of her fourteen stories featuring detective James Parker Pyne; the two remaining stories, Problem at Pollensa Bay and The Regatta Mystery were later collected in The Regatta Mystery in 1939 in the US and in Problem at Pollensa Bay in the UK in 1991 although these were originally stories featuring Hercule Poirot when they were first published in the Strand Magazine in 1935 and 1936 respectively.The book also features the first appearance of the characters of Ariadne Oliver, and Miss Felicity Lemon, both of whom would go on to have working relationships with Hercule Poirot in later books.",1391,7975,5533,9594,5574,3.33209166195497
http://dbpedia.org/resource/The_Mystery_of_the_Blue_Train,996,The Mystery of the Blue Train,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Mystery of the Blue Train is a work of detective fiction by Agatha Christie, first published in the United Kingdom by William Collins & Sons on 29 March 1928 and in the United States by Dodd, Mead and Company later in the same year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00. The book features her detective Hercule Poirot.",2172,7472,2577,4086,7808,3.32701637984657
http://dbpedia.org/resource/The_Big_Four_(novel),1102,The Big Four (novel),Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Big Four is a work of detective fiction by Agatha Christie, first published in the UK by William Collins & Sons on 27 January 1927 and in the US by Dodd, Mead and Company later in the same year. It features Hercule Poirot, Arthur Hastings, and Inspector (later, Chief Inspector) Japp. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.The structure of the novel is different from other Poirot stories, as it began from twelve short stories (eleven in the US) that had been separately published. This is a tale of international intrigue and espionage, therefore opening up the possibility of more spy fiction from Christie.",6320,4282,3571,7696,9210,3.2958267640529
http://dbpedia.org/resource/Hercule_Poirot's_Christmas,1002,Hercule Poirot's Christmas,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Hercule Poirot's Christmas is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 19 December 1938 (although the first edition is copyright dated 1939). It retailed at seven shillings and sixpence (7/6).It was published in US by Dodd, Mead and Company in February 1939 under the title of Murder for Christmas. This edition retailed at $2.00. A paperback edition in the US by Avon books in 1947 changed the title again to A Holiday for Murder. The book features the Belgian detective Hercule Poirot and is a locked room mystery.",1328,6663,7148,3002,6259,3.2541393442623
http://dbpedia.org/resource/The_Scoop_and_Behind_the_Screen,54,The Scoop and Behind the Screen,Dorothy L. Sayers,Golden Age of Detective Fiction,Crime fiction,"The Scoop & Behind The Screen are both collaborative detective serials written by members of the Detection Club which were broadcast weekly by their authors on the BBC National Programme in 1930 and 1931 with the scripts then being published in The Listener within a week after broadcast. The two serials were first published in book form in the UK by Victor Gollancz Ltd in 1983 and in the US by Harper & Row in 1984. The UK edition retailed at £6.95.Julian Symons, then President of the club [1983], explains in his introduction:  '...The present volume... was written to provide funds so that club premises might be acquired.  Other books with the same purpose, also the product of several hands, were The Floating Admiral (1931), ... Ask A Policeman (1933), ... and ... Verdict of Thirteen. ...'",1965,5726,3431,7310,3904,3.24453796561605
http://dbpedia.org/resource/Mawali_(novel),226,Mawali (novel),Surender Mohan Pathak,Golden Age of Detective Fiction,Crime fiction,"Mawali, (?????), is a Hindi language novel by Surender Mohan Pathak. It is based upon the biography of a fictional personality called Shyamrav Pethekar, better known as Sikander. The novel is set in Ahmedabad and draws an excellent and realistic portrait of Gujarat underworld, that is unknown in Hindi fiction.There are actually two novels of same nameIn the first version the story starts with Sikander planning to take revenge on a guy called Ratan Shah, who has cheated and killed Sikander's friend Kundan Seth. The trio of Rattan Shah, Kundan Seth and another fellow called Latif Katta kidnapped a rich businessman's nine-year-old daughter for Rs 40 Lakh. The plan was not to kill her but Ratan Shah turned traitor, he killed not only the girl but also Latif Katta and had poor Seth framed for both the murders, with help of a semi-callgirl Rupali, a police inspector called Gokhle and the management and staff of Hotel Surya.(Later instead of killing Rupali Sikander will force her to become his keep, along with her two sisters Malti and Kanchan, and at the end the three sisters will play a vital role in bringing down the Sikander by helping his arch-enemy Chhota Dalvi.)One by one Sikander kills all. As almost all were part of Ahmedabad underworld, the underworld is shaken to its foundations and the ruthless Sikander, whose main area was only Lal Darwaza, becomes more and more powerful as he becomes the monopolist of bootlegging in the city. Bootlegging makes Sikander, who was born in a slum in Surat, a rich man living in a luxury flat. Then one day he makes a mistake, he tells Rupali the story of Samson and Delilah, and also tells her that just like Samson's hair, his weak point is his .38 revolver, a gift from his guru, a ruthless gangster called Commander, who brought up and trained him. One day Rupali vanishes with the gun and all the money. Sikander almost goes mad. He was so attached to his .38 that without it he feels as weak and vulnerable as a baby. His enemies, mainly Chhota Dalvi who is actually behind all mischief Rupali is doing, take advantage of this situation and one by one Sikander starts losing his assets. The government is also trying to trap him just like they trapped Tony Montana in Scarface - by income tax strategy. But Sikander has a simple solution to that - blow up the Income Tax Officer with a bomb ! When the underworld hears that Sikander is planning to blow up an IAS, they strongly suggest him not to do that. A grand meeting is held where all big dons of Gujarat including Firangi, Tony Masalamix and Vijaysingh (based on character of Vijay Mallya) are present to talk to Sikander just like the five 'families' do in end of The Godfather, but Sikander has nor level-headedness nor maturity of Don Corleone - he childishly threatens to kill them all by singing a song ...machinegun uthaaya sabko udaaya... as he loses his temper when they question him about the disappearance of one of his subordinates. This way Sikander signs his own death warrant. In the end his own, most trusted lieutenants kill him (under instruction and pressure of the syndicate's general consensus) .",125,6354,681,9226,663,3.23156783389055
http://dbpedia.org/resource/Edge_of_Dark_Water,912,Edge of Dark Water,Joe R. Lansdale,Splatterpunk,Crime fiction,Edge of Dark Water is a murder/mystery novel written by American author Joe R. Lansdale. It was published by Mulholland Books in March 2012. A limited edition has been issued by British publisher PS Publications.  It was recognized as a Booklist Editors' Choice: Adult Books for Young Adults by the American Library Association.,5175,9071,5347,8568,9558,3.2190673135555
http://dbpedia.org/resource/The_Scoop_and_Behind_the_Screen,999,The Scoop and Behind the Screen,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Scoop & Behind The Screen are both collaborative detective serials written by members of the Detection Club which were broadcast weekly by their authors on the BBC National Programme in 1930 and 1931 with the scripts then being published in The Listener within a week after broadcast. The two serials were first published in book form in the UK by Victor Gollancz Ltd in 1983 and in the US by Harper & Row in 1984. The UK edition retailed at £6.95.Julian Symons, then President of the club [1983], explains in his introduction:  '...The present volume... was written to provide funds so that club premises might be acquired.  Other books with the same purpose, also the product of several hands, were The Floating Admiral (1931), ... Ask A Policeman (1933), ... and ... Verdict of Thirteen. ...'",3992,8862,4953,9529,7003,3.19479309240222
http://dbpedia.org/resource/While_the_Light_Lasts_and_Other_Stories,998,While the Light Lasts and Other Stories,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,While the Light Lasts and Other Stories is a short story collection by Agatha Christie first published in the UK on 4 August 1997 by HarperCollins. It contains nine short stories.,6672,2854,6142,2117,9435,3.17593681116826
"http://dbpedia.org/resource/One,_Two,_Buckle_My_Shoe_(novel)",1016,"One, Two, Buckle My Shoe (novel)",Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"One, Two, Buckle My Shoe is a work of detective fiction by Agatha Christie first published in the United Kingdom by the Collins Crime Club in November 1940, and in the US by Dodd, Mead and Company in February 1941 under the title of The Patriotic Murders. A paperback edition in the US by Dell books in 1953 changed the title again to An Overdose of Death. The UK edition retailed at seven shillings and sixpence (7/6) while the United States edition retailed at $2.00.It is one of several of Christie's crime fiction novels to feature both the Belgian detective Hercule Poirot, and Chief Inspector Japp. This is Japp's final novel appearance. It also bears a stark resemblance with one of Christie's previous novels, Three Act Tragedy which features similar elements with respect to the denouement and also the plot on the whole.",9023,416,2568,4455,9224,3.17289574087051
http://dbpedia.org/resource/Murder_Is_Easy,1026,Murder Is Easy,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Murder is Easy is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 5 June 1939 and in the US by Dodd, Mead and Company in September of the same year under the title of Easy to Kill. Christie's recurring character, Superintendent Battle, has a cameo appearance at the end, but plays no part in either the solution of the mystery or the apprehension of the criminal. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.",70,9911,9391,7111,4087,3.17121360811253
http://dbpedia.org/resource/Three_Act_Tragedy,1005,Three Act Tragedy,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Three Act Tragedy is a work of detective fiction by Agatha Christie first published in the United States by Dodd, Mead and Company in 1934 under the title Murder in Three Acts and in the UK by the Collins Crime Club in January 1935 under Christie's original title. The US edition retailed at $2.00 and the UK edition at seven shillings and sixpence (7/6).The book features Hercule Poirot, supported by his friend Mr Satterthwaite, and is the one book in which Satterthwaite collaborates with Poirot. Satterthwaite previously appeared in the stories featuring Harley Quin, in particular those collected in The Mysterious Mr Quin (1930). The novel was adapted for television twice, first in 1986 titled Murder in Three Acts, and again in 2010 as Three Act Tragedy.",6695,4601,3765,5605,8276,3.14394305853085
http://dbpedia.org/resource/The_Scoop_and_Behind_the_Screen,741,The Scoop and Behind the Screen,Freeman Wills Crofts,Golden Age of Detective Fiction,Crime fiction,"The Scoop & Behind The Screen are both collaborative detective serials written by members of the Detection Club which were broadcast weekly by their authors on the BBC National Programme in 1930 and 1931 with the scripts then being published in The Listener within a week after broadcast. The two serials were first published in book form in the UK by Victor Gollancz Ltd in 1983 and in the US by Harper & Row in 1984. The UK edition retailed at £6.95.Julian Symons, then President of the club [1983], explains in his introduction:  '...The present volume... was written to provide funds so that club premises might be acquired.  Other books with the same purpose, also the product of several hands, were The Floating Admiral (1931), ... Ask A Policeman (1933), ... and ... Verdict of Thirteen. ...'",7265,842,7028,4031,7504,3.13749531308586
http://dbpedia.org/resource/Nemesis_(Christie_novel),1108,Nemesis (Christie novel),Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Nemesis is a work of detective fiction by Agatha Christie (1890–1976) and first published in the UK by the Collins Crime Club in November 1971 and in the US by Dodd, Mead and Company later in the same year. The UK edition retailed at £1.50 and the US edition at $6.95. It was the last Miss Marple novel the author wrote, although Sleeping Murder was the last Christie novel to be published.",6158,7359,2214,6000,8917,3.13570216653615
http://dbpedia.org/resource/The_Man_in_the_Brown_Suit,1010,The Man in the Brown Suit,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Man in the Brown Suit is a work of detective fiction by Agatha Christie, first published in the UK by The Bodley Head on 22 August 1924 and in the US by Dodd, Mead and Company later in the same year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.",1391,3948,4054,8856,100,3.12676440132977
http://dbpedia.org/resource/Crooked_House,985,Crooked House,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Crooked House is a work of detective fiction by Agatha Christie first published in the US by Dodd, Mead and Company in March 1949 and in the UK by the Collins Crime Club on 23 May of the same year.The action takes place in and near London in the autumn of 1947. Christie said this and Ordeal by Innocence were her favourites.It is one of only five Christie novels to have not received a screen adaptation (although one is planned) - the others being Death Comes as the End, Destination Unknown, Passenger to Frankfurt and Postern of Fate.",7581,2236,8499,8537,6140,3.10362804231201
http://dbpedia.org/resource/The_Mysterious_Affair_at_Styles,1004,The Mysterious Affair at Styles,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Mysterious Affair at Styles is a detective novel by Agatha Christie. It was written in the middle of the First World War, in 1916, and first published by John Lane in the United States in October 1920 and in the United Kingdom by The Bodley Head (John Lane's UK company) on 21 January 1921. The US edition retailed at US$2.00 and the UK edition at seven shillings and sixpence (7/6).Styles was Christie's first published novel. It introduced Hercule Poirot, Inspector (later, Chief Inspector) Japp, and Arthur Hastings. Poirot, a Belgian refugee of the Great War, is settling in England near the home of Emily Inglethorp, who helped him to his new life. His friend Hastings arrives as a guest at her home. When the woman is killed, Poirot uses his detective skills to solve the mystery. This is also the setting of Curtain, Poirot's last case.The book includes maps of the house, the murder scene, and a drawing of a fragment of a will. The true first publication of the novel was as a weekly serial in the The Times, including the maps of the house and other illustrations included in the book. This novel was one of the first ten books published by Penguin Books when it began in 1935.This first mystery novel by Agatha Christie was well received by reviewers. An analysis in 1990 was positive about the plot, considered the novel one of the few by Christie that is well-anchored in time and place, a story that knows it describes the end of an era, and mentions that the plot is clever. Christie had not mastered cleverness in her first novel, as 'too many clues tend to cancel each other out'; this was judged a difficulty 'which Conan Doyle never satisfactorily overcame, but which Christie would.'",5867,4672,2911,3690,7543,3.0960175019244
http://dbpedia.org/resource/Towards_Zero,1036,Towards Zero,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Towards Zero is a work of detective fiction by Agatha Christie first published in the US by Dodd, Mead and Company in June 1944, selling for $2.00. and in the UK by the Collins Crime Club in July of the same yearThe book is the last to feature her recurring character of Superintendent Battle.",5261,5603,9173,188,9302,3.09032411013649
http://dbpedia.org/resource/At_Bertram's_Hotel,1018,At Bertram's Hotel,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"At Bertram's Hotel is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 15 November 1965 and in the US by Dodd, Mead and Company the following year. The UK edition retailed at sixteen shillings (16/-) and the US edition at $4.50. It features the detective Miss Marple.",5703,8375,7592,9342,6462,3.06631264343278
http://dbpedia.org/resource/Inspector_French_and_the_Starvel_Tragedy,740,Inspector French and the Starvel Tragedy,Freeman Wills Crofts,Golden Age of Detective Fiction,Crime fiction,"Inspector French and the Starvel Tragedy is a crime novel by Freeman Wills Crofts, featuring Inspector Joseph French of Scotland Yard.",1479,2192,8269,5375,469,3.06539586144849
http://dbpedia.org/resource/Sad_Cypress,1003,Sad Cypress,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Sad Cypress is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club in March 1940 and in the US by Dodd, Mead and Company later in the same year. The UK edition retailed at eight shillings and threepence (8/3) – the first price rise for a UK Christie edition since her 1921 debut – and the US edition retailed at $2.00.The novel is notable for being the first novel in the Poirot series set at least partly in the courtroom, with lawyers and witnesses exposing the facts underlying Poirot's solution to the crimes. The title is drawn from a song in Shakespeare's play Twelfth Night.The novel was well received, even by her usual critic, who said 'Elegiac, more emotionally involving than is usual in Christie, but the ingenuity and superb clueing put it among the very best of the classic titles.'  Another reviewer remarked 'it is economically written, the clues are placed before the reader with impeccable fairness, the red herrings are deftly laid and the solution will cause many readers to kick themselves.'",9084,2526,2418,3947,8952,3.04296802465926
http://dbpedia.org/resource/A_Pocket_Full_of_Rye,1020,A Pocket Full of Rye,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"A Pocket Full of Rye is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 9 November 1953, and in the US by Dodd, Mead & co. the following year.  The UK edition retailed at ten shillings and sixpence (10/6) and the US edition at $2.75. The book features her detective Miss Marple. Like several of Christie's novels (e.g., Hickory Dickory Dock, One, Two, Buckle My Shoe) the title and substantial parts of the plot reference a nursery rhyme, in this case Sing a Song of Sixpence.Miss Marple travels to the Fortescue home to offer information on the maid, Gladys Martin. She works with Inspector Neele until the mysteries are revealed.",3574,8927,4318,2170,7317,3.02771230897894
http://dbpedia.org/resource/Death_on_the_Nile,1041,Death on the Nile,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Death on the Nile is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 1 November 1937 and in the US by Dodd, Mead and Company the following year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.The book features the Belgian detective Hercule Poirot. The action takes place in Egypt, mostly on the Nile River.",8149,5376,3340,5224,8597,3.02424558430555
http://dbpedia.org/resource/The_Hatchet_(novel),263,The Hatchet (novel),Mihail Sadoveanu,Poporanism,Crime fiction,"The Hatchet  (orig. Romanian: Baltagul) is a 1930 crime novel novel written by Mihail Sadoveanu. The main character of the novel is the wife of a shepard living in the Moldavian village of M?gura Tarc?ului, Vitoria Lipan, which has a premonition that her husband, Nechifor, on a trip to buy a new flock in the town of Dorna, has died. Her premonitions are dismissed by the village's priest and by the prefect of the county, but for Vitoria the archaic symbols and superstitions of the paysant world are more trustworthy then the books of the priests or the science of the government's officials. She calls home her son Gheorghi??, who was also on business in Jijia, a village in Wallachia, where he waited for news from his father to pay some debts, and together they embark on a mythical journey at the end of which they find Nechifor's dead body and take their revenge on the bandits who killed him. The determined and energetic Vitoria Lipan is a unique female character in the Romanian traditionalist novel. The Hatchet is considered Sadoveanu's greatest work and a creative adaptation of many themes from a famous Romanian piece of folklore, the ballad Miori?a.",2004,6934,9612,8988,1076,3.0069196896624
http://dbpedia.org/resource/Curtain_(novel),992,Curtain (novel),Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Curtain: Poirot's Last Case is a work of detective fiction by Agatha Christie, first published in the UK by the Collins Crime Club in September 1975 and in the US by Dodd, Mead and Company later in the same year, selling for $7.95.The novel features Hercule Poirot and Arthur Hastings in their final appearances in Christie's works. It is a country house novel, with all the characters and the murder set in one house. Not only does the novel return the characters to the setting of her first, The Mysterious Affair at Styles, but it reunites Poirot and Hastings, who last appeared together in Dumb Witness in 1937. It was adapted for television in 2013.",939,9998,6523,2802,4515,2.99822415950276
http://dbpedia.org/resource/The_Seven_Dials_Mystery,1106,The Seven Dials Mystery,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Seven Dials Mystery is a work of detective fiction by Agatha Christie, first published in the UK by William Collins & Sons on 24 January 1929 and in the US by Dodd, Mead and Company later in the same year. In it, Christie brings back the characters from an earlier novel, The Secret of Chimneys: Lady Eileen (Bundle) Brent, Lord Caterham, Bill Eversleigh, George Lomax, Tredwell, and Superintendent Battle. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.",9533,1974,8633,9480,5718,2.99649102948667
http://dbpedia.org/resource/The_Secret_Adversary,1104,The Secret Adversary,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Secret Adversary is a work of detective fiction by Agatha Christie first published in the United Kingdom by The Bodley Head in January 1922 and in the United States by Dodd, Mead and Company later in that same year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $1.75. It is her second published novel. The book introduces the characters of Tommy and Tuppence who feature in three other Christie novels and one collection of short stories; the five Tommy and Tuppence books span Agatha Christie's writing career.",2997,6324,6614,18,5846,2.97210881233084
http://dbpedia.org/resource/The_65_Lakh_Heist,229,The 65 Lakh Heist,Surender Mohan Pathak,Golden Age of Detective Fiction,Crime fiction,"The 65 Lakh Heist is first English version (translated by Sudarshan Purohit) of a Surender Mohan Pathak book. The Hindi crime thriller (hi:????? ??? ?? ?????, Painsatth Lakh ki Dacoity) was first published in 1977. It  was the 4th book in the Vimal series.The novel begun the trend of anti-heroism in Indian pulp fiction and was very controversial.",6576,2419,9733,9570,2565,2.97177850500599
http://dbpedia.org/resource/Murder_in_Mesopotamia,1038,Murder in Mesopotamia,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"Murder in Mesopotamia is a work of detective fiction by Agatha Christie and first published in the UK by the Collins Crime Club on 6 July 1936 and in the US by Dodd, Mead and Company later in the same year. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $2.00.The book features Belgian detective Hercule Poirot. The novel is set at an archaeological excavation in Iraq, and descriptive details derive from the author's visit to the Royal Cemetery at Ur where she met her husband, Sir Max Mallowan, and other British archaeologists. It was adapted for television in 2002.",1978,7473,4430,8428,1089,2.96482605350885
http://dbpedia.org/resource/The_Murder_on_the_Links,994,The Murder on the Links,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Murder on the Links is a work of detective fiction by Agatha Christie, first published in the UK by The Bodley Head in May 1923 and in the US by Dodd, Mead & Co in the same year. It features Hercule Poirot and Arthur Hastings. The UK edition retailed at seven shillings and sixpence (7/6) and the US edition at $1.75.The story takes place in northern France, giving Poirot a hostile competitor from the Paris Sûreté. Poirot's long memory for past or similar crimes proves useful in resolving the crimes. The book is notable for a subplot in which Hastings falls in love, a development 'greatly desired on Agatha's part... parcelling off Hastings to wedded bliss in the Argentine.'Reviews when it was published compared Mrs Christie favorably to Arthur Conan Doyle in his Sherlock Holmes mysteries. Remarking on Poirot, still a new character, one reviewer said he was 'a pleasant contrast to most of his lurid competitors; and one even suspects a touch of satire in him.'",8803,2326,6291,9317,4753,2.9647824706256
http://dbpedia.org/resource/The_Murder_of_Roger_Ackroyd,989,The Murder of Roger Ackroyd,Agatha Christie,Golden Age of Detective Fiction,Crime fiction,"The Murder of Roger Ackroyd is a work of detective fiction by Agatha Christie, first published in June 1926 in the United Kingdom by William Collins, Sons and in the United States by Dodd, Mead and Company on 19 June 1956. It is the third novel to feature Hercule Poirot as the lead detective.Poirot retires to a village near the home of a friend he met in London, Roger Ackroyd, who agrees to keep him anonymous, as he pursues his retirement project of perfecting vegetable marrows. He is not long at this pursuit when his friend is murdered. Ackroyd's niece calls Poirot in to ensure that the guilt does not fall on Ackroyd's son; Poirot promises to find the truth, which she accepts.The novel was initially well-received, and in 2013, 87 years after its release the British Crime Writers' Association voted it the best crime novel ever. It is one of Christie's best known and most controversial novels, its innovative twist ending having a significant impact on the genre. Howard Haycraft included this novel in his list of the most influential crime novels ever written. A review in 1990 considered the novel to be a conventional Christie novel, ranking other of her novels as better. The short biography of Christie which is included in 21st century UK printings of all of her books states that this novel is her masterpiece.",9358,8007,7329,9418,7397,2.9395070948469
http://dbpedia.org/resource/Crime_(novel),2064,Crime (novel),Irvine Welsh,Postmodernism,Crime fiction,"Crime is a 2008 novel by Scottish writer Irvine Welsh.  It is the sequel to his earlier novel, Filth.",5347,7420,866,7939,4276,2.93720984215413
